step,smiles,qed
0,NC(N)(N)C(=O)C1(Cl)C=c2nncnc2=CN1,0.23775584208679004
0,CC(=O)NC(C1NCNC1=O)C1C=CC=CC1N,0.49547914857798486
0,NC(=O)C(NC1C=CC=CC1)C(=O)C1NN=Cc2ccccc21,0.6924471270700089
0,NC(C=O)(n1ncnn1)C1(F)c2ccccc2C=CC1(F)F,0.855154498397184
0,O=C(C(O)CO)C(c1ccccc1)(c1ccccc1)n1ccnc1,0.7226659262416286
0,C1=CC2(NN=CC2(c2cc3c(nn2)C=CC3)n2cccc2)C2C=c3cccnc3=CC2=C1,0.6906574042801084
0,CCC(N)(CC)C(=O)OC(C)(C)O,0.505969921057927
0,NC(NC1(c2c3ccccc3cc3[nH]nnc23)OCOC1=O)c1cnoc1,0.3564458753519566
0,OC1(O)COC2(OC=CO2)C1(O)c1ccc2cc3cc4cncnc4cc3cc2c1,0.326114952548714
0,CC1(N2C=NC=NC2)NN=CC12N1C=NC=NC1COC21C=CC=C2OCCNC21,0.5908501987774467
0,CC(N)(C(=O)c1cc2c(ccc3ncncc32)cn1)C1N=CNN1,0.47571487184290207
0,CCC(N)(O)CC(N)(O)C(C)C=O,0.3253263786487805
0,CC(=O)C(N)(C(C)N)C1(N)NN=CC1C,0.45461467344708784
0,CC(OC(=O)Nc1cn[nH]c1)C1(C)C=c2ccncc2=CC1,0.8976990038162318
0,NC(N)(N)C(C=O)n1cc2ccc3c(c2c1)CC1(CN3)OC2C=CC=CC2O1,0.4493649881919142
0,O=C(O)C(O)(c1ccccc1)C(CF)C(F)F,0.8350528265516645
0,CC(C)(NC1CCCc2ccccc21)C(=O)C(N)c1cn[nH]c1,0.7914828625244743
0,NC(O)(C=O)C(O)C(O)(O)C(=O)F,0.17769978764626415
0,NC(C(=O)OC(N)(c1ccccc1)C1CCCO1)c1cocn1,0.6289884242050094
0,CC(C)(C#N)C(N)(N)C(C=O)C=O,0.33534084509214174
0,NCC(=O)N(C1NSC=C1N)S(N)(=O)=O,0.40199879998487953
0,NCC(C(=O)Cc1ccon1)c1ccc2c(c1)CNC13OCOC21OCO3,0.7697276199774419
0,O=CC(=O)N1C2=C(C=C3C=CC=CC3N2)NC23NCCCC12NC=C1C=c2c(ncc4ccoc24)=CC13,0.3279830267355536
0,CC(N)(C1NC=CCN1)C1(C(=O)O)C=c2occc2=CC1O,0.4393770494757009
0,O=CC(O)(O)C1(Nc2c3ccccc3cc3ccccc23)NN=NN1,0.2790452962963538
0,CC(Cl)(OC(N)=O)C(=O)C1(N)C=CC=CC1,0.7187108402955912
0,c1ccc2c(c1)Cc1c-2ncc2c1oc1cc(-n3ncnc3-c3cnc4cc5c(cc4c3)OCO5)ccc12,0.2872895641977692
0,NC(Oc1cccc2ccncc12)(C(=O)Nc1cnc[nH]1)c1ccccc1,0.47520052243593813
0,BrC12N=c3ccccc3=CC1=NC=NC2n1ncc2c3c(c4ncncc4c21)C31COC=CO1,0.2879465861058759
0,CC(Cc1ccccc1)(C(N)(O)O)S(N)(=O)=O,0.5096174780299115
0,CC(C(N)=O)(C(N)c1cccnc1)n1cc2cc3ccccc3cc2n1,0.5932749105877368
0,O=CC(=O)S,0.2708939178798124
0,NC(CO)(CCl)c1n[nH]c2c1c1c3ccccc3ccc1c1ccc3cnncc3c12,0.28770612179688787
0,CNC1(C(N)=O)OCOC12Cc1c(ccc3c1Cc1ccccc1N3)S2,0.6413350695041378
0,NC(NC(=O)CNc1cc[nH]n1)C12C=CC=CC1C=CC=C2,0.6114839908003192
0,NC(O)(O)C(=O)N1CCNc2ccccc21,0.4596548468168778
0,O=C(O)C(O)(Nc1cccc2ccccc12)C(=O)CF,0.57011024007015
0,O=C(C1NC2=CC=CC23COC=C2c4cc5ccccc5cc4C=CC23C1=O)N1CCCC1,0.6907247335176219
0,CC(F)(CC12C=CC=CC1NC1CC1O2)OCC(N)=O,0.7724541475336854
0,OCC(O)(CCc1ccc2ccc3[nH]ccc3c2c1)n1cc2ncnnc2c1,0.43983540880989525
0,CC(C)C(O)(C(N)=O)C(C)(O)CN,0.4353037065871627
0,NC(=O)C1(N(c2cc3c(o2)C3)c2cccc3cnccc23)C=CNC1,0.5984577053804485
0,CC(=O)NC(C)(OC1C=CC=C2C=CC=CC21)c1ccncc1,0.8699669188824454
0,CC(C)C(=O)C(C)C(N)OC(N)=O,0.6170131698913595
0,NC(=O)C(=O)C(F)N1CNC=C2C=c3ccc4c(c3=C3N=CC=CC231)CNC4,0.4463967456128211
0,CC(S)(N[SH](=O)=O)C1(N)C=c2ccccc2=CC1=O,0.39513475286882643
0,NC(C=O)(OCn1cccc1)c1[nH]nc2cc3ccc4ccccc4c3cc12,0.28084036356279657
0,NC(CC(C=O)(NC=O)C1CNC=CS1)c1ccccc1,0.6528954019408267
0,O=CC(O)(O)C(=O)N(C1=CCCC1)c1csc2ccoc12,0.5101969347639778
0,NC(=O)C(N)(O)C(O)C(F)(F)F,0.377026199557286
0,COC(C(=O)c1ccccc1)(C1CCCCN1)S(N)(=O)=O,0.7775903809361282
0,CC(C#N)(c1cc[nH]n1)C(NC1CCCN1)c1csc2ccccc12,0.6579615839773678
0,NC(=O)C1(C2(N)CC=C3CCCCC32)C=NNC1Cl,0.39775281188300105
0,Cc1cc2ccoc2c2cc3[nH]c4cc(C(S)(S)c5cnncn5)c5c(c4c3cc12)NCN5,0.16788749112710288
0,CC(C)(C(N)=O)c1cc2[nH]nnc2c2ccc3c(c12)NC12C=CC=CC1=NC=NC32,0.6153126755918676
0,CC(N=CO)(C(=N)Cc1ccccc1)c1cccc2c1COC=C2,0.6386229874773542
0,CN(C(=O)C(C)(O)O)C(O)(O)C=O,0.27971745553918526
0,NC(=O)C(N)(c1cncc2[nH]c3ccccc3c12)C12C=CC=CC1=NCc1cnccc12,0.4714450277846645
0,NCC(N)(Cl)C(=O)n1nnc2cc3c(cc21)OCO3,0.5711100318747844
0,NCC(=O)OCN(S)C[SH](=O)=O,0.28302087160552974
0,CNC(n1cnnc1)C(S)(S)C(=O)c1ccon1,0.4193335835376214
0,NC(N)(c1ccccc1)C(F)(F)CC(=O)CF,0.7697313548354427
0,CC(OC1(F)C=CC=CC1)(C(N)=O)c1ncon1,0.8627255933477816
0,O=[SH](=O)C(S)(Cl)C1(Br)Oc2cncnc2O1,0.606525630678697
0,NS(=O)(=O)C12C=C3C(=C4C=NC=CC41SC=N2)C1CC1NC12C=CSC1=NC=NC32,0.6123647900985146
0,NC(N)(N)C(=O)c1cc2scnc2s1,0.49768978168911426
0,NC(N)(CC(=O)F)C12C=Cc3cc4c(cc3C1=CNN2)CCC4,0.4910441425765338
0,NC(C=O)NC1C(=O)CNC2Nc3c4c(c5c(c3N=C21)CC=CC5)CCC=C4,0.35150299699676624
0,NC(N)(C(=O)c1csc2c1ccc1ccc3c(c12)COC3)c1cnc[nH]1,0.382687743333672
0,NC(=O)C(N)(C(=O)c1occ2c1CCNC2)C(N)Cl,0.2377295718715452
0,O=C(NCc1cnc2ccccc2c1)c1n[nH]c2c1c1c(c3ncncc32)OC2(CC2)O1,0.4568115388830632
0,C1=NC=NC2CCC3=CC45CC6(OCC4(C=C3CN12)c1ncnc(-c2ccsc2)c1N5)C1CC16,0.6896444310588
0,CCC(N)(NCC(N)c1ccccc1)C(N)=O,0.5140886022129684
0,CCC(CC#N)(Nc1ccccc1)C1(Cl)NC=NN1,0.5698118063980371
0,O=CC(O)(O)C12ON=C3C=c4nnsc4=CC31C1=C(C=C3CC31)O2,0.48615631457297726
0,SC1C=c2c(ccc3c4c(c5c(c23)CC2C=CC=CC52)OC2(OC=CO2)O4)=CC1(S)n1cnnn1,0.49445250856590395
0,O=CC(NCO)(c1nncs1)C1(O)C=CC=CC12CC2,0.526647852596347
0,NC(=O)OC(C(=O)c1ccsc1)C(N)CCl,0.6102514345879462
0,NCNC(Cl)(Cc1ccn[nH]1)C(=O)c1cccc2cccnc12,0.27730731288467075
0,NC(N)(C=O)c1cc2scnc2c2c3c(sc12)-c1ccccc1C1(C=CC2OCOC2C1)C3,0.2587527048018642
0,NCC(Nc1ccccc1)C(=O)C1c2cnnn2C2C=CC=CC2C12COCO2,0.7913739021109215
0,CC(O)C(=O)C1(Oc2ccc3ccc4ccccc4c3c2)C=NC=CC1,0.7258841688462873
0,NC(N)(C(=O)C=O)N1C=Nc2c(sc3c2C=C2N=CC=CC23)C1,0.480264388857478
0,CNC(C)(C(=O)C1CC2=C(CCCO2)c2ccccc21)c1ccccc1,0.8907922715826058
0,NCC(N)C(=O)NC(=O)C1C=c2ccccc2=CC1,0.5960419501427662
0,N#CC(=O)NC(NCF)c1cccc2ccccc12,0.4999135631340079
0,NC(C(=O)c1cc2nc3ccsc3cc2c2c1CCCC2)C(N)(O)O,0.4154344910385639
0,NC(=O)C(N)(O)c1cc2cc3ccccc3cc2n1CO,0.5191364325004295
0,O=[SH]C([SH]=O)C(=O)OC1=COC2C=CC=CC2=C1F,0.5787497430008719
0,CC(C)OCC(N)(Cc1cscn1)C(N)=O,0.7510935564101854
0,CC(NC=O)(c1cc[nH]n1)C12C=C3C(=CC1=NC=NC2)CNCC31COCO1,0.6372867011871558
0,O=CC1NN=NC12C1=C(NN2c2cccc3ccccc23)C23C=NNC2(CCC3)N1,0.5718023534834651
0,Cc1ccccc1S(=O)(=O)N(C)Cc1ccccc1,0.86014098830253
0,CC(=O)C(N)C12C(=CC=C3C4=C(OCO4)C4=C(C4)C31)Nc1ccc3ccccc3c12,0.8080629190746569
0,CC12C=CC=CC1=NOC2C(=O)C1(NC2=COCO2)C=CC=CC1,0.8565731616902331
0,CNC(NC12C=CC=CC1N1C=CC=NC13C=CC=CC3N2)C(N)=O,0.5182261055335521
0,C1=c2cc3c(cc2=CC2(c4cncnc4)C1=Nc1ncsc1C21OCCC1n1cnnn1)C3,0.3932624335580667
0,COC(N)(c1cccc2ccccc12)C(O)(O)C(N)=O,0.574804930086596
0,O=C(n1cncn1)C(O)(O)N1Cc2ccccc2CC1c1cn[nH]c1,0.5774772106632574
0,Cc1ccc2ccccc2c1C1(N(CS)[SH](=O)=O)CC1,0.6731040995799091
0,CCOC(C)C(N)(N)C(C)C(C)=O,0.6061428983593049
0,CC(=O)N(c1ccccc1)C(CN)S(N)(=O)=O,0.7657803529697765
0,C1=CC2=C(C1)CC1=C3N=C4N=CN=CN4N3C3(N=C21)c1c(ccc2ccoc12)SC3c1ncn[nH]1,0.5702815499207261
0,CNC(N)(OC=O)C(C)(Cl)c1ccc2c(c1)CCO2,0.4808128088928969
0,O=C(N1CNC2C=CC=CC21)C(S)(c1ccccc1)[SH](=O)=O,0.7087053879530893
0,CSC(c1cocn1)C1(C23CCCN2C=NN3)CC=Cc2ncncc21,0.888258960442168
0,CC(=O)C1(C2(N)C=CNC2)CC2C=CC3=C(CC=C3)C2CC1N,0.7226753034599823
0,NC(F)(C(O)(O)CF)S(N)(=O)=O,0.2998438856479234
0,O=CNC(=O)C(O)(O)C1C=c2ccccc2=CC1F,0.44302552147530344
0,CCC(=O)CC(C=O)(CN)Nc1c[nH]cn1,0.5695892503872687
0,O=CC1(C(O)(C(=O)O)c2ccc3ccccc3c2)SC=CN2OC=CC21,0.8003869887025629
0,CC(O)(O)C(=O)C1C=CC=CC1(C=O)c1ccsc1,0.6407782512106206
0,O=C(CNc1cc2c(c3ccc4cncnc4c13)OC1=C(C=C3OCOC3C1)O2)c1ccccc1,0.3419692388941615
0,CCC(S)(CN[SH](=O)=O)OC(C)=O,0.34248006208001947
0,O=C(N1CNC=C2C=CC=CC21)C(S)(S)C(=O)n1ccnc1,0.4260867742638771
0,CC(O)(Nc1ccc2ccccc2c1)C1(O)OC2(CC2)OC1=O,0.590242137835151
0,CC(OC(CN)CC#N)S(N)(=O)=O,0.5912934870851652
0,COC1C=c2cc3c(cc2=CC12SC=NN2C(=O)C1=COCO1)CC3,0.7694457277028485
0,NCC1(C2(N)C3=C(C=CC2C2OC=CO2)CC2C=CC=CC32)CNC=N1,0.7070339149573952
0,CCC(=O)C(N)(CS)N(C)[SH](=O)=O,0.41516939719988916
0,O=CC(=O)C(O)(O)c1occ2ccc3cc4c(cc3c12)-c1ccccc1C4,0.29398709246779053
0,NC(=O)C(N)(N)N,0.2647306177223821
0,CNC(N)(N)C(=O)Cc1cnc2c(c1)CC1C=CC=CC1C2,0.7013410354691922
0,OC1(Cl)C=c2cc3[nH]c4c(ccc5cncnc54)c3cc2=CC1(Br)C1(O)OCCCO1,0.3443157001390986
0,O=C(CNC1C=CC=CC1)C(O)(O)C1C=CC=CC1,0.6415417987321463
0,OC12C=C3OCOC3=CC1=c1cnccc1=CC2(S)C(O)(S)c1nnco1,0.3876302664587878
0,CC(O)(F)C(O)(C(N)=O)N1CCN2C=CN=CC23C=CC=CC13,0.6341101528859947
0,N#CC(N)(CC(=O)CCN)Cc1ccno1,0.6843008986713417
0,OC(O)c1ncc2c(n1)c1c(c3c4conc4c4ccccc4c23)NCC23C=CC=CC12N=NN3,0.21860234268375892
0,CNC(=O)C(C1=CC=NNC1)C1(N)C=c2ccccc2=CC1=O,0.6267104267606721
0,CN(C)C(=O)C(C)(C(=O)c1ccccc1)C1CCCN1,0.6715671097556213
0,NC(N)(F)C(=O)C(O)(C(=O)O)c1ccccc1,0.3066813291995706
0,CCCC(=O)C(O)(O)C(C)C(C)=O,0.6068228421624096
0,OC(O)(COc1ccc2c3c(c4ccccc4c2c1)C=COC3)C1(O)OC=CO1,0.462362716565549
0,CC(n1cc2ccccc2n1)C1(N)N=c2cc3c(cc2=CC1=O)OCO3,0.7346699861128255
0,NC(=O)C(N)(N)C1(F)C=c2cn[nH]c2=CC1(F)F,0.4365708237795332
0,NC(O)C(O)(C(=O)NC=O)c1ccc2ccccc2c1,0.44649248145116244
0,NCC(O)(C(=O)O)C(=O)c1nccc2ncc3ccccc3c12,0.3682570523928322
0,NC(O)(C1N=CC=CN1)C(O)c1c2oncc2nc2ccc3c(c12)OCO3,0.4782243883310081
0,OCC(O)(Nc1cncc2ccc3ccc4c(c3c12)OCCO4)c1cccc2ncoc12,0.2939397021322147
0,CC(=O)N(C(=O)C(N)N)C12C=CC=CC1=CC=CC2,0.7004518853587336
0,CC(N)(C(=O)NCc1n[nH]c2ccc3c(c12)OCCO3)c1ccccc1,0.6646955895381853
0,NC(N)(Br)C(N)(C(=O)C(O)O)c1ccccc1,0.26603154311983446
0,NCC(c1ncno1)c1ccccc1-n1cnc2cc3cc4c(cc3nc21)NCCO4,0.4619098710805781
0,FCC1(n2cnnn2)c2cncnc2Cn2nc3c4c(c5ccccc5c3c21)OC1(CCCC12COC=CN2)O4,0.3576199112488027
0,NC(N)(C(=O)c1cccc2c1C1CCC3(CC1CN2)OCCO3)C1NC=CO1,0.4476341790537806
0,NCC(O)(NC(=O)C(=O)O)c1cccc2c1NCC2,0.3510064134134935
0,COC(C(=O)C(N)(N)c1ccccc1)c1ncc2c(n1)C2,0.6574689683673971
0,NC(O)(c1cnon1)C(O)n1cc2cc3c(cc2c1)C3,0.46018464056632274
0,NC(=O)C(O)(Cc1ccc2cc3c(cc2c1)C3)Nc1c[nH]nn1,0.4046668575435025
0,CC(O)(C(N)=O)C(O)C(=O)C12C=CSC1CCNC2,0.514165480184181
0,SCC1(S)CN=CN=N1,0.5391562459858793
0,NC(O)(O)C(N)(O)C(=O)O,0.2228311707058254
0,NC(c1cncnc1)(c1cn[nH]c1)N1C2C=CC=CC23N=CNC32C=CC3=C(CCC3)C2C12CC2,0.6441749018464586
0,CCC(C)(C#N)NS(=O)(=O)C1C=CC=CC1,0.8088393002697745
0,NC(NC=O)(c1cn[nH]n1)C12C=CC=NC1C=CC1=C2CCC2C=CCCC12,0.42348464385172047
0,OC1(Br)C2=C(c3cc4ncncc4cc3C1(O)Cl)C1C=CC=CC1=C2,0.6459596883698177
0,O=CCNC1(Oc2cc[nH]n2)c2ccccc2-c2ncnnc2C1Cl,0.4058252129441889
0,NC(C(O)(O)c1c2ccccc2cc2cn[nH]c12)S(N)(=O)=O,0.406458083728885
0,NCC(=O)C1(N)CCC2C3=C(OC4NN=CC4O3)C3=C(C2N1)C1(CC3)CC1,0.5369865863655121
0,CCC(N)(C1=CS2(C=NN=C2)C=N1)C(N)(N)C(N)=O,0.480680682636301
0,COC1C=NNC1(N)C1(C#N)SC=C2N=c3ccccc3=NC21,0.7556122091614011
0,CC(=O)OC(C)(C(=O)O)C(O)c1ccncc1,0.7433907473175613
0,CC(C)(NC1CCOC2C=CC=CC12)C(C)(O)OCO,0.6548111568976639
0,N#CC1(C(N)(Cl)C(N)=O)C=CCC12OC=CO2,0.4113466339090867
0,NC(O)(n1cncn1)C(O)(Cl)C=O,0.2984551393945052
0,CNC(F)(C(N)=O)C1N=CC=CC1C(F)F,0.6856339508633226
0,CNC(=O)C(N)(C(C)=O)c1csc2cc3ccccc3cc12,0.7300626862542735
0,NC(=O)C(=O)C(N)(N)C1C2C=CC=CC2CC2NCC3=C(NCC3)C21,0.32480186487849133
0,NC1(Cl)C=c2ccccc2=CC1C(O)(C(=O)O)c1ccco1,0.5596698651847368
0,CCCC(=O)S(=O)(=O)C(C)(N)CC,0.7397606298603433
20,CC(CN)C(C=O)(C=O)C(=O)N1C=CCNC1,0.4675270788125407
20,CC(C)(C(=O)C(N)(O)CO)c1cnc2ccccc2c1,0.7138770615215847
20,NC(N)C1(Cc2ncccn2)C=CC=CC1C(=O)c1nc[nH]n1,0.5215191925974547
20,CC(C)(N)C1(C=O)N=c2cc3ccccc3cc2=NC1(C)N,0.7874958204347233
20,CCC(N)C(C)(C)OC(C)C(C)=O,0.7092280987680288
20,CC(Cc1cccc2cn[nH]c12)CC(N)(N)C(N)=O,0.5749590753642995
20,NCC(=O)CC(O)(O)C(=O)c1cccc2c1CCNCC2,0.4155275368540068
20,CC1(C(=O)OC23C=CN=CC2=C2C(=NC3)COC3CCOC23)C=CC=CC1,0.7035768552883855
20,O=C(Nc1cccc2c1OCCO2)C12Oc3c4c(c5ccccc5c3OC1N=CS2)OCO4,0.6152634476194774
20,O=C(CN1CCc2ccccc2C1)C(O)(O)Cc1onc2ccccc12,0.6796094371927281
20,NC(Cc1n[nH]c2cncnc12)(c1cccc2ccccc12)S(N)(=O)=O,0.4933152534726452
20,CC(F)N(CCc1ccccc1)C(=O)C(N)N,0.5840605222877877
20,Sc1n[nH]cc1-c1cc2c3cc[nH]c3c3ccccc3c2c2ncnnc12,0.2948812370651611
20,OC(O)(n1cncn1)C1(CBr)C=Cc2cc3c(cc2C1)OCO3,0.6156703537983398
20,CC(=O)C(N)(N)OC1(C)C=CC=C2C=CC=C3N=CC=CC231,0.7723039209225315
20,CC(n1cccn1)C(O)(CC=O)C12C=CC=CC1C=CC=N2,0.843878014217091
20,NC1(C(=O)C2C=CC=CC2=O)CSC2=C1C1CCC3(C=CCOC3)N1CN2,0.5389883202607813
20,CCCC(O)C(N)(C=O)C(O)OC,0.37002595676388617
20,ClC(c1cc[nH]n1)(c1ncccn1)C12Oc3ccccc3OC13C=CCNC3=Cc1ccccc12,0.3350304326324856
20,NC(OC1(N)CC=C2C=CC=CC21)C(=O)CF,0.7011367259009903
20,CCC(C)(C)C(=O)C(N)(N)C(N)=O,0.39038439066936514
20,NC(=O)C1(C2(C=O)C=c3ccccc3=NN2)C=CC=CC1N,0.5874766941960082
20,CC(N)(O)C(=O)C1C=CC=CC12OC=Cc1c2c2c(c3ccccc13)CC=CN2,0.6882288046495165
20,NC(C(=O)O)C(n1cccc1)C1(N)Cc2ccccc2S1,0.7943945928526985
20,NC(c1cc2oncc2c2ncsc12)(n1cncn1)C1(c2ncccn2)c2ccccc21,0.4458953217623443
20,CC(N)(C=O)C(N)C(=O)N1C=C2C=CC=NC2c2ccccc21,0.807675788333572
20,NC(N)(C=O)C(N)(N)C(=O)c1cccc2ccccc12,0.33442304329413813
20,CC(N)(C=O)C1(N)C=CC2=C(C1)C1(CCCC1)C13C=CC=CC1(N=NN3)N2,0.552622820717651
20,NC(OCc1ccccc1)n1nc2ccc3c(cnc4c5cc6[nH]nnc6cc5ccc34)c2n1,0.3071558578121839
20,NCC(C=O)(CCl)Nc1cc2cc3ccc4c(c3cc2cn1)OCO4,0.41454032210868197
20,CCC(=O)C(C=O)(CN)NC1(C)CCCN1,0.4226782928328136
20,NC(=O)C1(NC2C=c3ccccc3=NN2)C=CC=CC12CC=CC2=O,0.686734155862458
20,CC(NCF)C(=O)C(C)(c1ccccc1)n1ncnn1,0.7945549260206389
20,CC(CC=O)(Oc1ccc2c(c1)CCCO2)C1(N)CNc2ccccc21,0.8094109832711383
20,NC(c1cc2c3cnncc3ccc2c2ccccc12)(c1ncnc2cn[nH]c12)n1cnnc1,0.3969889984221986
20,CC(=O)C1(C(C)(N)C(N)=O)NC2C=CC=CC21,0.5980021222583788
20,CC(C)C1(C(N)(N)C(N)=O)C=c2cn[nH]c2=CC1,0.467710764862028
20,CC(N)(C(N)=O)c1c2c(c3ccc4ccccc4c3c1O)OCCO2,0.6204518243285835
20,CCC(N)(CC(=O)n1ncc2ncccc21)Cc1nccnn1,0.7473785260769451
20,NC1(c2ccc3ccccc3c2)CN=C2N=CNN2C1c1nc2nc3c(cn2n1)C1(C=C3)CC=CC1,0.43341290798954935
20,CCC(N)(CC)C(C=O)(CC)CN,0.6093060800197401
20,CC(C)(N)C(C)(N)C(=O)C1NN=CC1N,0.4450270048621562
20,NC(=O)CC(C1=NN2N=CNC2N1)C1C=c2cnccc2=CC1,0.6081207786297005
20,CC(N)C(Oc1cc2c(c3ccccc13)NCC2)C1(C=O)OC=CO1,0.812996650209146
20,NC(N)(CF)C(=O)C(F)F,0.5360527887127232
20,Nc1c[nH]nc1C1(C(=O)C(N)N)CCc2ccc3c(c2C1)OCO3,0.5785960959414899
20,CNC(CO)(c1ccccc1)C(C)OC(=O)O,0.6722864400979999
20,O=C(c1cnc[nH]1)C(O)(O)C(=O)C1Nc2ccccc2S1,0.36664362566563263
20,CCC(C=O)(C(C)=O)C1(N)C=CC=CC1C,0.5795042689939739
20,Nc1ncccc1NS(=O)(=O)Cc1ccc2cc3c(cc2c1)C3,0.6039084220994642
20,CC(C(=O)c1c2c(cc3c1C1(CNC3)COCO1)OCO2)C1(N)C=NOC1,0.7230635314812123
20,NC(=O)C(=O)C(N)N1CC=CC2=C1CC1C3=C(C=CC1C2)NC1(C=C3)CC1,0.6485608685568353
20,O=CC(O)(O)C(=O)C1(c2cc3ccccc3cn2)NC=NC2=C1OCO2,0.38655093474652014
20,CCC(N)C(N)(NC=O)C(O)c1ccccc1,0.40829157826703544
20,CC(O)C(N)(N)C1(C=O)C=CC=CC12C=CC=CC2,0.5168812416315779
20,NC(c1ccccc1)(c1ccncn1)c1nc2c([nH]1)c1c(c3ccncc32)OC2(OC=CO2)O1,0.42400698024740513
20,CCNC(N)C(=O)C(Cl)Cc1[nH]cc2ccccc12,0.557545612666126
20,CC(c1cc2ccc3cnncc3c2c2c1Oc1n[nH]cc1N2)(C(S)S)n1cnnc1,0.18482021140655486
20,O=[SH](=O)NC(S)C12C=Cc3ccncc3C1(F)C=Cc1ccccc12,0.5717954990150054
20,NC1(C(=O)C(N)(N)c2cn[nH]c2)CCCO1,0.4632425141959702
20,NC1C(S)Nc2ccccc2C12C1NC=NC1NC13C=CC=CC12OCO3,0.41741625003942984
20,NC(O)(NCCl)C(O)(C=O)c1ccc2[nH]ncc2c1,0.2148503845462446
20,NCC(CF)(C(N)=O)c1cc2cc3c(cc2c2ncsc12)C3,0.60415524884686
20,CCCC(CC(N)=O)n1cc2cc3ccncc3cc2n1,0.7815952908638942
20,O=C(O)C(c1ccccc1)C(O)(c1ccccc1)C1COCCN1,0.7794012285816647
20,CC(=O)C(C)(CF)NC(=O)Oc1ccccc1,0.874846614168026
20,NC(=O)C1(N2CCCC2)N=CN=NC1=O,0.6072788038915973
20,O=C(Nc1ccc2oncc2c1)C(c1cccc2c1C2)C1(F)COC=CO1,0.5969388521672766
20,NC(=O)C(O)(OC1(O)CC=Cc2ccccc21)C1=CCC=CN1,0.6162250892435468
20,NC(N)C(C=O)(c1ccccc1)C(O)c1ccccc1,0.5604169650294842
20,NC(=O)C1(N)C=C2C=NOC2C2(C3=CCCC32)C1c1ccc2ccccc2c1,0.7954828096233449
20,CNC(C=O)C(N)(Cc1ccccc1)c1ccnc2c1NCCC2,0.7037988968814517
20,CCC(=O)C(N)(N)CC1C=CC=CC1c1ncccn1,0.7873775336244915
20,OCC1(Oc2ccccc2)C=Cc2ncncc2C1(c1ccccc1)c1nc[nH]n1,0.5375360119838694
20,CC(N)(S)C1(N[SH](=O)=O)C=c2ccccc2=CC1=O,0.39513475286882643
20,NC1(C(=O)c2cnon2)CSC2=C1N1ON=CC1=C1C=CC=C3CC4=C(C4)C312,0.6025609520832178
